Rooms,Type,Price,Distance,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,Regionname
2,u,1260000.0,1.6,2.0,1.0,1.0,0.0,129.0,1900.0,Northern Metropolitan
2,u,855000.0,1.6,2.0,1.0,1.0,2886.0,122.0,1830.0,Northern Metropolitan
3,t,1125000.0,1.6,3.0,2.0,2.0,0.0,151.0,2000.0,Northern Metropolitan
2,u,910000.0,1.6,2.0,1.0,1.0,0.0,97.0,1880.0,Northern Metropolitan
1,u,452000.0,1.6,1.0,1.0,1.0,816.0,53.0,2000.0,Northern Metropolitan
1,u,415000.0,1.6,1.0,1.0,1.0,3701.0,62.0,2005.0,Northern Metropolitan
1,u,372000.0,1.6,1.0,1.0,1.0,0.0,65.0,2005.0,Northern Metropolitan
3,u,1326000.0,1.6,3.0,2.0,1.0,0.0,190.0,2013.0,Northern Metropolitan
2,h,1230000.0,1.6,2.0,2.0,1.0,0.0,153.0,1920.0,Northern Metropolitan
2,h,855000.0,1.6,2.0,1.0,0.0,130.0,80.0,1890.0,Northern Metropolitan
1,u,457000.0,1.6,1.0,1.0,1.0,406.0,49.0,1970.0,Northern Metropolitan
3,t,897500.0,1.6,3.0,2.0,1.0,82.0,82.0,1995.0,Northern Metropolitan
2,h,1265000.0,1.6,3.0,1.0,1.0,282.0,112.0,1920.0,Northern Metropolitan
3,h,1075000.0,1.6,3.0,1.0,0.0,183.0,104.0,1880.0,Northern Metropolitan
1,u,366000.0,1.6,1.0,1.0,1.0,0.0,44.0,1970.0,Northern Metropolitan
2,h,981000.0,1.6,2.0,1.0,0.0,188.0,107.0,1900.0,Northern Metropolitan
2,u,683000.0,1.6,2.0,1.0,1.0,0.0,92.0,1900.0,Northern Metropolitan
2,h,1000000.0,1.6,2.0,1.0,2.0,159.0,86.0,1880.0,Northern Metropolitan
3,t,887500.0,1.6,3.0,2.0,1.0,81.0,82.0,2000.0,Northern Metropolitan
2,u,713500.0,1.6,2.0,2.0,1.0,1060.0,88.0,2010.0,Northern Metropolitan
3,u,1500000.0,1.6,2.0,2.0,2.0,0.0,159.0,1920.0,Northern Metropolitan
2,u,672000.0,1.6,2.0,1.0,1.0,0.0,60.0,2002.0,Northern Metropolitan
2,u,800000.0,1.6,2.0,1.0,1.0,0.0,91.0,1900.0,Northern Metropolitan
2,u,1645000.0,1.6,4.0,1.0,3.0,0.0,2.0,1890.0,Northern Metropolitan
2,u,860000.0,1.6,2.0,2.0,1.0,0.0,114.0,1920.0,Northern Metropolitan
3,h,1403000.0,13.9,3.0,1.0,4.0,727.0,123.0,1970.0,Eastern Metropolitan
3,h,1450000.0,13.9,3.0,1.0,1.0,638.0,115.0,1970.0,Eastern Metropolitan
4,h,1396000.0,13.9,4.0,1.0,2.0,658.0,138.0,1975.0,Eastern Metropolitan
3,h,1125000.0,13.9,3.0,2.0,2.0,819.0,173.0,1970.0,Eastern Metropolitan
3,u,700000.0,13.9,3.0,2.0,2.0,0.0,119.0,2007.0,Eastern Metropolitan
4,h,1152000.0,13.9,4.0,2.0,2.0,336.0,176.0,2007.0,Eastern Metropolitan
4,h,1868000.0,13.9,3.0,2.0,2.0,925.0,218.0,1960.0,Eastern Metropolitan
4,h,1050000.0,13.9,4.0,2.0,2.0,317.0,194.0,1995.0,Eastern Metropolitan
3,u,910000.0,13.9,3.0,2.0,2.0,299.0,135.0,2001.0,Eastern Metropolitan
3,h,1850000.0,13.9,3.0,1.0,2.0,1073.0,143.0,1960.0,Eastern Metropolitan
4,h,1225000.0,13.9,4.0,3.0,2.0,740.0,185.0,1985.0,Eastern Metropolitan
4,h,1316000.0,13.9,4.0,2.0,2.0,716.0,155.0,1965.0,Eastern Metropolitan
5,h,1400000.0,13.9,5.0,3.0,2.0,656.0,320.0,1985.0,Eastern Metropolitan
5,h,2168000.0,13.9,5.0,5.0,2.0,669.0,395.0,2016.0,Eastern Metropolitan
4,h,1430000.0,13.9,4.0,2.0,2.0,655.0,170.0,1970.0,Eastern Metropolitan
3,u,772000.0,13.9,3.0,2.0,1.0,203.0,109.0,1986.0,Eastern Metropolitan
4,h,1468000.0,13.9,4.0,2.0,2.0,806.0,170.0,1975.0,Eastern Metropolitan
4,u,753000.0,13.9,3.0,1.0,1.0,241.0,105.0,1970.0,Eastern Metropolitan
3,t,746000.0,13.9,3.0,2.0,2.0,118.0,106.0,2013.0,Eastern Metropolitan
3,h,1485000.0,13.9,3.0,2.0,2.0,731.0,140.0,1960.0,Eastern Metropolitan
3,h,1190000.0,13.9,3.0,1.0,1.0,658.0,140.0,1960.0,Eastern Metropolitan
3,h,900000.0,13.9,2.0,2.0,2.0,366.0,150.0,2013.0,Eastern Metropolitan
3,h,1250000.0,13.9,3.0,2.0,1.0,728.0,150.0,1965.0,Eastern Metropolitan
3,h,1030000.0,13.9,3.0,1.0,1.0,827.0,100.0,1960.0,Eastern Metropolitan
4,t,985000.0,13.9,4.0,2.0,2.0,182.0,160.0,1998.0,Eastern Metropolitan
3,h,1300000.0,13.9,3.0,1.0,2.0,651.0,119.0,1970.0,Eastern Metropolitan
4,h,1462500.0,13.9,4.0,3.0,2.0,654.0,160.0,1969.0,Eastern Metropolitan
3,h,1250000.0,13.9,3.0,2.0,2.0,900.0,195.0,1970.0,Eastern Metropolitan
4,h,1460800.0,13.9,4.0,3.0,2.0,654.0,305.0,1970.0,Eastern Metropolitan
3,h,1152500.0,13.9,3.0,2.0,2.0,648.0,129.0,1980.0,Eastern Metropolitan
5,h,1650000.0,13.9,5.0,4.0,2.0,500.0,429.0,2007.0,Eastern Metropolitan
3,h,1391000.0,13.9,3.0,1.0,1.0,764.0,175.0,1965.0,Eastern Metropolitan
2,u,452000.0,13.9,2.0,1.0,1.0,67.0,68.0,1975.0,Eastern Metropolitan
3,t,1102200.0,13.9,3.0,2.0,2.0,233.0,175.0,2012.0,Eastern Metropolitan
4,h,1401000.0,13.9,4.0,3.0,2.0,650.0,261.0,1970.0,Eastern Metropolitan
4,h,1782000.0,13.9,4.0,3.0,3.0,586.0,306.0,2002.0,Eastern Metropolitan
4,h,1520000.0,13.9,4.0,3.0,2.0,657.0,275.0,2010.0,Eastern Metropolitan
3,h,878000.0,13.9,3.0,2.0,2.0,0.0,163.0,2001.0,Eastern Metropolitan
4,t,973500.0,13.9,4.0,2.0,2.0,234.0,160.0,2009.0,Eastern Metropolitan
3,u,751800.0,13.9,3.0,1.0,2.0,109.0,120.0,2001.0,Eastern Metropolitan
3,h,1100000.0,13.9,3.0,2.0,2.0,771.0,169.0,1960.0,Eastern Metropolitan
3,h,1202000.0,13.9,3.0,2.0,2.0,649.0,150.0,1965.0,Eastern Metropolitan
3,h,1362000.0,13.9,3.0,1.0,2.0,798.0,132.0,1960.0,Eastern Metropolitan
4,h,1810000.0,13.9,4.0,2.0,4.0,769.0,240.0,1970.0,Eastern Metropolitan
5,h,1901000.0,10.3,3.0,2.0,2.0,963.0,225.0,1925.0,Eastern Metropolitan
4,h,1650000.0,10.3,4.0,3.0,2.0,724.0,327.0,1940.0,Eastern Metropolitan
3,h,1816000.0,10.3,3.0,1.0,2.0,846.0,180.0,1955.0,Eastern Metropolitan
2,u,525000.0,10.3,2.0,1.0,1.0,79.0,70.0,1970.0,Eastern Metropolitan
4,h,2050000.0,10.3,4.0,3.0,2.0,723.0,290.0,1950.0,Eastern Metropolitan
5,h,1930000.0,10.3,5.0,2.0,1.0,939.0,236.0,1930.0,Eastern Metropolitan
4,h,2600000.0,10.3,3.0,2.0,3.0,871.0,322.0,1937.0,Eastern Metropolitan
2,u,600000.0,10.3,2.0,1.0,1.0,112.0,95.0,1970.0,Eastern Metropolitan
3,h,1601000.0,10.3,3.0,1.0,1.0,872.0,136.0,1960.0,Eastern Metropolitan
3,h,1100000.0,10.3,3.0,2.0,1.0,555.0,300.0,1988.0,Eastern Metropolitan
4,h,2550000.0,10.3,4.0,2.0,2.0,1484.0,478.0,1970.0,Eastern Metropolitan
3,u,1190000.0,10.3,3.0,2.0,2.0,0.0,148.0,1975.0,Eastern Metropolitan
4,h,2012000.0,10.3,4.0,3.0,2.0,597.0,245.0,1940.0,Eastern Metropolitan
4,h,2309000.0,10.3,4.0,3.0,2.0,1177.0,291.0,1960.0,Eastern Metropolitan
2,h,900000.0,8.5,2.0,1.0,2.0,239.0,110.0,1940.0,Southern Metropolitan
3,h,1625000.0,8.5,3.0,2.0,2.0,447.0,181.0,1920.0,Southern Metropolitan
4,h,1100000.0,8.5,4.0,2.0,0.0,147.0,159.0,1910.0,Southern Metropolitan
3,h,1755000.0,8.5,3.0,2.0,1.0,391.0,173.0,1905.0,Southern Metropolitan
4,h,1400000.0,8.5,4.0,1.0,1.0,489.0,150.0,1910.0,Southern Metropolitan
3,u,1240000.0,8.5,3.0,2.0,2.0,319.0,123.0,1990.0,Southern Metropolitan
2,u,591000.0,8.5,2.0,1.0,1.0,815.0,62.0,2008.0,Southern Metropolitan
2,u,537000.0,8.5,2.0,1.0,1.0,0.0,79.0,1970.0,Southern Metropolitan
3,h,800000.0,8.5,3.0,2.0,2.0,331.0,112.0,2010.0,Southern Metropolitan
3,h,965000.0,8.5,3.0,1.0,2.0,275.0,119.0,1900.0,Southern Metropolitan
2,h,1160000.0,8.5,2.0,2.0,2.0,155.0,137.0,2011.0,Southern Metropolitan
3,t,820000.0,8.5,3.0,2.0,2.0,108.0,3.0,2002.0,Southern Metropolitan
4,h,2600000.0,8.5,4.0,2.0,2.0,527.0,184.0,1880.0,Southern Metropolitan
3,t,1071000.0,8.5,3.0,2.0,2.0,179.0,125.0,2000.0,Southern Metropolitan
3,h,1800000.0,8.5,3.0,2.0,2.0,492.0,181.0,1905.0,Southern Metropolitan
3,h,2345000.0,8.5,3.0,2.0,1.0,419.0,204.0,1908.0,Southern Metropolitan
2,u,741000.0,8.5,3.0,1.0,1.0,0.0,1561.0,1966.0,Southern Metropolitan
2,u,626000.0,8.5,2.0,1.0,1.0,1764.0,100.0,1930.0,Southern Metropolitan
4,h,1650000.0,8.5,1.0,3.0,2.0,386.0,185.0,1913.0,Southern Metropolitan
3,t,850000.0,8.5,3.0,2.0,2.0,108.0,142.0,2000.0,Southern Metropolitan
3,h,1750000.0,8.5,3.0,2.0,2.0,517.0,207.0,1900.0,Southern Metropolitan
3,h,1450000.0,8.5,3.0,1.0,2.0,351.0,108.0,1915.0,Southern Metropolitan
4,h,2806000.0,8.5,4.0,3.0,2.0,669.0,255.0,1930.0,Southern Metropolitan
3,u,782000.0,8.5,3.0,1.0,1.0,0.0,95.0,1970.0,Southern Metropolitan
4,h,1007000.0,8.5,4.0,2.0,2.0,125.0,200.0,2000.0,Southern Metropolitan
4,h,1450000.0,8.5,4.0,2.0,2.0,376.0,192.0,1917.0,Southern Metropolitan
2,u,500000.0,8.5,1.0,1.0,1.0,0.0,59.0,2006.0,Southern Metropolitan
4,h,2600000.0,8.5,5.0,3.0,2.0,701.0,273.0,1885.0,Southern Metropolitan
2,h,895000.0,8.5,2.0,1.0,1.0,147.0,81.0,1915.0,Southern Metropolitan
4,h,2050000.0,8.5,3.0,3.0,2.0,420.0,270.0,2016.0,Southern Metropolitan
3,h,1605000.0,8.5,3.0,1.0,1.0,418.0,152.0,1890.0,Southern Metropolitan
1,u,520000.0,7.7,1.0,1.0,1.0,0.0,51.0,1930.0,Southern Metropolitan
2,u,507000.0,7.7,2.0,1.0,1.0,0.0,79.0,1970.0,Southern Metropolitan
2,u,525000.0,7.7,2.0,1.0,1.0,553.0,83.0,1960.0,Southern Metropolitan
2,u,750000.0,7.7,2.0,1.0,1.0,0.0,71.0,1930.0,Southern Metropolitan
1,u,510000.0,7.7,1.0,1.0,1.0,0.0,60.0,2001.0,Southern Metropolitan
1,u,300000.0,7.7,1.0,1.0,0.0,0.0,33.0,1930.0,Southern Metropolitan
3,t,1395000.0,7.7,3.0,2.0,1.0,400.0,126.0,1996.0,Southern Metropolitan
2,u,855000.0,7.7,2.0,1.0,1.0,1966.0,85.0,1960.0,Southern Metropolitan
2,u,790000.0,7.7,2.0,1.0,2.0,0.0,85.0,1940.0,Southern Metropolitan
2,u,550000.0,7.7,2.0,1.0,1.0,0.0,68.0,1960.0,Southern Metropolitan
1,u,357000.0,7.7,1.0,1.0,1.0,0.0,50.0,1965.0,Southern Metropolitan
2,h,1210000.0,7.7,2.0,1.0,0.0,163.0,92.0,1890.0,Southern Metropolitan
2,u,825000.0,7.7,2.0,1.0,2.0,0.0,86.0,1930.0,Southern Metropolitan
3,h,1050000.0,7.7,3.0,1.0,0.0,257.0,138.0,1920.0,Southern Metropolitan
2,u,632000.0,7.7,2.0,1.0,1.0,0.0,54.0,1970.0,Southern Metropolitan
1,u,485000.0,7.7,1.0,1.0,1.0,0.0,43.0,1970.0,Southern Metropolitan
2,u,575000.0,7.7,2.0,1.0,0.0,483.0,57.0,1950.0,Southern Metropolitan
2,u,590000.0,7.7,2.0,1.0,1.0,0.0,77.0,1970.0,Southern Metropolitan
3,h,1238000.0,7.7,3.0,2.0,1.0,116.0,119.0,1996.0,Southern Metropolitan
2,u,510000.0,7.7,2.0,1.0,1.0,0.0,62.0,1950.0,Southern Metropolitan
4,h,1875000.0,7.7,4.0,2.0,0.0,223.0,173.0,1910.0,Southern Metropolitan
3,u,780000.0,7.7,3.0,1.0,1.0,0.0,100.0,1960.0,Southern Metropolitan
3,h,878500.0,7.7,3.0,2.0,1.0,75.0,122.0,2002.0,Southern Metropolitan
3,h,3572000.0,7.7,4.0,2.0,6.0,737.0,207.0,1915.0,Southern Metropolitan
2,u,560000.0,7.7,2.0,1.0,0.0,0.0,70.0,1930.0,Southern Metropolitan
2,u,765000.0,7.7,2.0,1.0,0.0,0.0,88.0,1940.0,Southern Metropolitan
2,u,670000.0,7.7,2.0,2.0,1.0,0.0,84.0,1970.0,Southern Metropolitan
3,h,1625000.0,7.7,3.0,2.0,1.0,246.0,133.0,1950.0,Southern Metropolitan
2,u,1122000.0,7.7,2.0,2.0,1.0,0.0,104.0,1923.0,Southern Metropolitan
4,h,2400000.0,7.7,4.0,2.0,2.0,560.0,185.0,1920.0,Southern Metropolitan
2,u,655000.0,7.7,2.0,1.0,1.0,0.0,70.0,1965.0,Southern Metropolitan
2,u,684000.0,7.7,2.0,1.0,0.0,0.0,98.0,1930.0,Southern Metropolitan
2,u,500000.0,7.7,2.0,1.0,1.0,0.0,63.0,1970.0,Southern Metropolitan
2,u,680000.0,7.7,2.0,1.0,1.0,0.0,67.0,1930.0,Southern Metropolitan
2,u,600000.0,7.7,2.0,1.0,1.0,0.0,75.0,1960.0,Southern Metropolitan
1,u,370000.0,7.7,1.0,1.0,1.0,0.0,51.0,1960.0,Southern Metropolitan
1,u,390000.0,7.7,1.0,1.0,1.0,644.0,47.0,1960.0,Southern Metropolitan
2,u,630000.0,7.7,2.0,1.0,1.0,0.0,70.0,1935.0,Southern Metropolitan
2,u,640000.0,7.7,2.0,1.0,0.0,0.0,80.0,1940.0,Southern Metropolitan
2,u,932000.0,7.7,2.0,2.0,1.0,799.0,110.0,2012.0,Southern Metropolitan
2,u,645000.0,7.7,2.0,1.0,1.0,0.0,75.0,1975.0,Southern Metropolitan
1,u,347000.0,7.7,1.0,1.0,1.0,0.0,37.0,1970.0,Southern Metropolitan
2,u,875000.0,7.7,2.0,1.0,1.0,0.0,83.0,1930.0,Southern Metropolitan
2,u,582500.0,7.7,2.0,1.0,1.0,0.0,65.0,1970.0,Southern Metropolitan
2,u,570000.0,7.7,2.0,1.0,1.0,0.0,50.0,1940.0,Southern Metropolitan
4,h,1875000.0,7.7,3.0,3.0,0.0,235.0,211.0,2005.0,Southern Metropolitan
1,u,340000.0,7.7,1.0,1.0,1.0,0.0,42.0,1970.0,Southern Metropolitan
4,h,2200000.0,7.7,4.0,3.0,2.0,348.0,218.0,1900.0,Southern Metropolitan
2,u,687500.0,7.7,2.0,1.0,1.0,0.0,69.0,1930.0,Southern Metropolitan
2,u,730000.0,7.7,2.0,1.0,1.0,0.0,85.0,1940.0,Southern Metropolitan
2,u,526000.0,7.7,2.0,1.0,0.0,0.0,47.0,1930.0,Southern Metropolitan
3,t,920000.0,7.7,3.0,2.0,2.0,758.0,18.0,2010.0,Southern Metropolitan
3,h,1830000.0,7.7,3.0,2.0,2.0,374.0,162.0,1925.0,Southern Metropolitan
3,h,1425000.0,8.0,3.0,2.0,2.0,684.0,147.0,1950.0,Western Metropolitan
2,u,660000.0,8.0,2.0,1.0,1.0,263.0,113.0,1980.0,Western Metropolitan
2,u,550000.0,8.0,2.0,1.0,1.0,0.0,83.0,1980.0,Western Metropolitan
3,h,1295000.0,8.0,3.0,1.0,3.0,688.0,105.0,1930.0,Western Metropolitan
2,t,595000.0,8.0,2.0,1.0,2.0,752.0,89.0,1990.0,Western Metropolitan
3,h,911000.0,8.0,3.0,2.0,2.0,225.0,98.0,2008.0,Western Metropolitan
4,h,900000.0,8.0,4.0,2.0,1.0,288.0,210.0,1980.0,Western Metropolitan
2,u,645000.0,8.0,2.0,1.0,1.0,0.0,76.0,1980.0,Western Metropolitan
2,u,702500.0,8.0,2.0,1.0,1.0,168.0,77.0,2008.0,Western Metropolitan
3,h,960000.0,8.0,3.0,1.0,2.0,549.0,106.0,1950.0,Western Metropolitan
4,h,1670000.0,8.0,4.0,2.0,1.0,291.0,183.0,1920.0,Western Metropolitan
3,h,1100000.0,8.0,3.0,2.0,1.0,789.0,257.0,1890.0,Western Metropolitan
4,h,1800000.0,8.0,3.0,2.0,2.0,648.0,215.0,1910.0,Western Metropolitan
4,t,1250000.0,8.0,3.0,3.0,2.0,374.0,267.0,2015.0,Western Metropolitan
2,h,1130000.0,8.0,2.0,1.0,1.0,646.0,100.0,1950.0,Western Metropolitan
2,u,370000.0,8.0,2.0,1.0,3.0,0.0,55.0,1975.0,Western Metropolitan
3,h,1467000.0,8.0,3.0,2.0,2.0,188.0,171.0,1900.0,Western Metropolitan
5,h,2800000.0,8.0,5.0,4.0,6.0,877.0,378.0,2005.0,Western Metropolitan
4,h,1160000.0,8.0,4.0,3.0,2.0,256.0,217.0,2015.0,Western Metropolitan
6,h,2620000.0,8.0,6.0,4.0,2.0,860.0,355.0,1930.0,Western Metropolitan
3,h,1226000.0,8.0,3.0,1.0,3.0,533.0,125.0,1955.0,Western Metropolitan
4,h,1402000.0,8.0,4.0,2.0,1.0,554.0,193.0,1940.0,Western Metropolitan
3,h,855000.0,8.0,3.0,1.0,2.0,396.0,116.0,1950.0,Western Metropolitan
4,h,1275000.0,8.0,4.0,2.0,2.0,503.0,160.0,2008.0,Western Metropolitan
4,h,1590000.0,8.0,4.0,3.0,1.0,475.0,272.0,2007.0,Western Metropolitan
2,u,606000.0,8.0,2.0,1.0,2.0,0.0,93.0,1972.0,Western Metropolitan
3,h,1385000.0,8.0,3.0,2.0,1.0,619.0,137.0,1930.0,Western Metropolitan
3,t,650000.0,8.0,3.0,2.0,1.0,160.0,129.0,1985.0,Western Metropolitan
2,u,460000.0,8.0,2.0,1.0,1.0,0.0,72.0,1960.0,Western Metropolitan
3,t,1000000.0,8.0,3.0,2.0,1.0,291.0,224.0,2013.0,Western Metropolitan
2,u,520000.0,8.0,2.0,1.0,2.0,0.0,73.0,1975.0,Western Metropolitan
3,t,720000.0,8.0,3.0,1.0,2.0,190.0,142.0,1999.0,Western Metropolitan
4,h,1635000.0,8.0,4.0,1.0,2.0,638.0,227.0,1900.0,Western Metropolitan
2,u,485000.0,8.0,2.0,1.0,1.0,0.0,73.0,2010.0,Western Metropolitan
5,h,1575000.0,8.0,5.0,3.0,2.0,700.0,454.0,1988.0,Western Metropolitan
1,u,280000.0,8.0,1.0,1.0,1.0,0.0,49.0,1960.0,Western Metropolitan
4,h,1467000.0,8.0,3.0,2.0,1.0,683.0,145.0,1920.0,Western Metropolitan
2,h,890000.0,8.0,2.0,1.0,1.0,649.0,108.0,1950.0,Western Metropolitan
2,h,870000.0,8.0,3.0,1.0,2.0,319.0,120.0,1920.0,Western Metropolitan
3,h,1134000.0,8.0,3.0,1.0,1.0,551.0,114.0,1950.0,Western Metropolitan
1,u,320500.0,8.0,1.0,1.0,1.0,0.0,52.0,1970.0,Western Metropolitan
2,h,1065000.0,8.0,2.0,1.0,2.0,477.0,143.0,1960.0,Western Metropolitan
4,h,1610000.0,8.0,4.0,2.0,2.0,601.0,250.0,2010.0,Western Metropolitan
2,h,930000.0,8.0,2.0,1.0,2.0,225.0,107.0,1990.0,Western Metropolitan
2,u,395000.0,8.0,2.0,1.0,1.0,0.0,68.0,1975.0,Western Metropolitan
3,h,1470000.0,8.0,3.0,1.0,1.0,687.0,120.0,2016.0,Western Metropolitan
3,t,750000.0,8.0,3.0,1.0,1.0,253.0,145.0,1997.0,Western Metropolitan
2,u,390000.0,8.0,2.0,1.0,1.0,0.0,66.0,1970.0,Western Metropolitan
4,u,1170000.0,8.0,4.0,2.0,2.0,0.0,180.0,2013.0,Western Metropolitan
4,h,1600000.0,8.0,4.0,3.0,1.0,519.0,218.0,1930.0,Western Metropolitan
4,h,1535000.0,8.0,4.0,1.0,2.0,638.0,227.0,1900.0,Western Metropolitan
2,u,435000.0,8.0,2.0,1.0,1.0,0.0,66.0,1970.0,Western Metropolitan
3,h,1460000.0,8.0,3.0,2.0,1.0,605.0,138.0,1920.0,Western Metropolitan
2,u,736000.0,8.0,2.0,1.0,1.0,0.0,106.0,1940.0,Western Metropolitan
2,u,450000.0,8.0,2.0,1.0,1.0,0.0,65.0,1970.0,Western Metropolitan
2,u,740000.0,8.0,2.0,1.0,1.0,250.0,104.0,1988.0,Western Metropolitan
2,u,691000.0,8.0,2.0,1.0,1.0,201.0,80.0,1995.0,Western Metropolitan
4,h,2355000.0,8.0,4.0,2.0,3.0,715.0,273.0,1920.0,Western Metropolitan
3,h,1625000.0,8.0,3.0,2.0,1.0,858.0,165.0,1938.0,Western Metropolitan
3,h,1150000.0,8.0,3.0,1.0,0.0,300.0,145.0,1900.0,Western Metropolitan
2,u,360000.0,8.0,2.0,1.0,1.0,0.0,68.0,1970.0,Western Metropolitan
2,u,645000.0,8.0,2.0,1.0,1.0,170.0,88.0,1994.0,Western Metropolitan
1,u,250000.0,8.0,1.0,1.0,1.0,0.0,125.0,1970.0,Western Metropolitan
3,u,872000.0,8.0,3.0,1.0,1.0,862.0,135.0,1970.0,Western Metropolitan
2,u,630000.0,8.0,2.0,1.0,1.0,0.0,83.0,1975.0,Western Metropolitan
2,u,440000.0,8.0,2.0,1.0,1.0,1011.0,77.0,1970.0,Western Metropolitan
5,h,1811000.0,8.0,5.0,3.0,2.0,657.0,284.0,1930.0,Western Metropolitan
3,h,1500000.0,8.0,3.0,2.0,3.0,440.0,190.0,1930.0,Western Metropolitan
3,h,1290000.0,8.0,3.0,1.0,1.0,618.0,132.0,1960.0,Western Metropolitan
3,h,1100000.0,8.0,3.0,1.0,2.0,0.0,700.0,1915.0,Western Metropolitan
4,h,1270000.0,8.0,3.0,2.0,2.0,411.0,266.0,1996.0,Western Metropolitan
3,h,1445000.0,8.0,3.0,2.0,1.0,400.0,168.0,1910.0,Western Metropolitan
4,h,1113000.0,8.0,3.0,1.0,2.0,533.0,127.0,1950.0,Western Metropolitan
2,u,370000.0,8.0,2.0,1.0,1.0,0.0,59.0,1960.0,Western Metropolitan
2,u,396000.0,9.4,2.0,1.0,1.0,0.0,56.0,1975.0,Western Metropolitan
2,u,450000.0,9.4,2.0,1.0,1.0,88.0,59.0,1960.0,Western Metropolitan
5,h,1360000.0,9.4,5.0,3.0,2.0,463.0,196.0,1930.0,Western Metropolitan
2,u,340000.0,9.4,2.0,1.0,1.0,0.0,65.0,1960.0,Western Metropolitan
3,u,765000.0,9.4,3.0,2.0,1.0,0.0,134.0,2002.0,Western Metropolitan
3,u,712000.0,9.4,3.0,2.0,2.0,189.0,104.0,2009.0,Western Metropolitan
3,h,1250000.0,5.8,3.0,2.0,0.0,327.0,144.0,1910.0,Northern Metropolitan
3,h,1350000.0,5.8,3.0,1.0,2.0,309.0,110.0,2000.0,Northern Metropolitan
2,h,1220000.0,5.8,2.0,1.0,2.0,537.0,92.0,1950.0,Northern Metropolitan
4,h,1160000.0,5.8,4.0,2.0,1.0,381.0,145.0,1890.0,Northern Metropolitan
2,u,505000.0,5.8,2.0,1.0,1.0,0.0,70.0,1970.0,Northern Metropolitan
2,u,602000.0,5.8,2.0,1.0,1.0,0.0,77.0,2013.0,Northern Metropolitan
3,t,846000.0,5.8,3.0,1.0,1.0,185.0,107.0,1990.0,Northern Metropolitan
2,u,400000.0,5.8,2.0,1.0,1.0,0.0,68.0,1970.0,Northern Metropolitan
2,u,445000.0,5.8,2.0,1.0,1.0,0.0,56.0,1970.0,Northern Metropolitan
4,h,1730000.0,5.8,4.0,2.0,2.0,490.0,226.0,2007.0,Northern Metropolitan
2,u,510000.0,5.8,2.0,1.0,1.0,1658.0,68.0,1970.0,Northern Metropolitan
3,h,1350000.0,5.8,3.0,1.0,4.0,553.0,109.0,1930.0,Northern Metropolitan
4,h,2000000.0,5.8,4.0,3.0,2.0,575.0,280.0,2015.0,Northern Metropolitan
2,t,805000.0,5.8,2.0,1.0,1.0,140.0,2.0,2008.0,Northern Metropolitan
3,h,1055000.0,5.8,3.0,1.0,2.0,382.0,140.0,1950.0,Northern Metropolitan
2,u,548000.0,5.8,2.0,1.0,1.0,0.0,68.0,2014.0,Northern Metropolitan
3,h,1500000.0,5.8,3.0,1.0,1.0,0.0,126.0,1910.0,Northern Metropolitan
2,u,600000.0,5.8,2.0,1.0,2.0,0.0,75.0,1970.0,Northern Metropolitan
2,u,545000.0,5.8,2.0,1.0,1.0,0.0,77.0,2002.0,Northern Metropolitan
3,h,1375000.0,5.8,3.0,1.0,1.0,496.0,122.0,1910.0,Northern Metropolitan
3,h,1252000.0,1.6,3.0,2.0,2.0,0.0,137.0,2004.0,Northern Metropolitan
2,u,810000.0,1.6,2.0,1.0,2.0,0.0,71.0,1965.0,Northern Metropolitan
1,h,947500.0,1.6,1.0,1.0,0.0,87.0,66.0,1980.0,Northern Metropolitan
2,h,1460000.0,1.6,2.0,1.0,0.0,0.0,105.0,1890.0,Northern Metropolitan
2,t,880000.0,1.6,2.0,2.0,2.0,0.0,105.0,2000.0,Northern Metropolitan
4,h,3310000.0,1.6,4.0,4.0,2.0,337.0,291.0,1854.0,Northern Metropolitan
3,h,1250000.0,1.6,3.0,1.0,1.0,113.0,105.0,1890.0,Northern Metropolitan
4,h,1950000.0,1.6,4.0,1.0,0.0,177.0,152.0,1890.0,Northern Metropolitan
1,u,465000.0,1.6,1.0,1.0,1.0,0.0,52.0,2011.0,Northern Metropolitan
4,h,1620000.0,1.6,3.0,2.0,1.0,132.0,165.0,1880.0,Northern Metropolitan
3,u,850000.0,1.6,3.0,2.0,1.0,2782.0,115.0,2000.0,Northern Metropolitan
2,h,1122000.0,1.6,2.0,1.0,0.0,106.0,101.0,1890.0,Northern Metropolitan
2,h,1300000.0,1.6,2.0,1.0,1.0,157.0,110.0,1900.0,Northern Metropolitan
1,u,420000.0,1.6,1.0,1.0,1.0,782.0,42.0,1975.0,Northern Metropolitan
2,u,715000.0,1.6,2.0,1.0,1.0,0.0,74.0,1900.0,Northern Metropolitan
2,h,800000.0,1.6,2.0,2.0,1.0,64.0,138.0,1995.0,Northern Metropolitan
2,t,710000.0,1.6,2.0,1.0,1.0,0.0,90.0,2002.0,Northern Metropolitan
2,u,630000.0,1.6,2.0,1.0,1.0,0.0,70.0,2007.0,Northern Metropolitan
4,h,4011000.0,1.6,4.0,3.0,2.0,286.0,275.0,1890.0,Northern Metropolitan
2,u,700000.0,3.5,2.0,2.0,1.0,4332.0,85.0,2010.0,Northern Metropolitan
